number,name,abiliy_1,abiliy_2,hidden_ability,classification,height,weight,capture_rate,base_egg_steps,exp_growth,exp_growth_type,base_happiness,flee_flag,entree_forest_level,type_1,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychict,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,egg_group_2,egg_group_1,base_hp,base_attack,base_defense,base_sp_attack,base_sp_defense,base_speed,type_2,egg_group_3,abiliy_3,egg_group_4,abiliy_4,abiliy_5,abiliy_6,abiliy_7,abiliy_8
528,Swoobat,unaware,klutz,simple,Courting Pokémon,0.9,10.5,45,3840,"1,000,000 ",Medium Fast,70,2 Speed Point(s),86,psychic,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,Flying,Field,67,57,55,77,55,114,flying,,,,,,,,
218,Slugma,magma armor,flame body,weak armor,Lava Pokémon,0.7,35.0,190,5120,"1,000,000 ",Medium Fast,70,133,10,fire,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,,Amorphous,40,40,40,70,40,20,,,,,,,,,
502,Dewott,torrent,,shell armor,Discipline Pokémon,0.8,24.5,45,5120,"1,059,860 ",Medium Slow,70,2 Sp. Attack Point(s),75,water,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,,Field,75,75,60,83,60,60,,,,,,,,,
445,Garchomp,sand veil,,rough skin,Mach Pokémon,1.9,95.0,45,10240,"1,250,000 ",Slow,70,24,48,dragon,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,Monster,Dragon,108,130,95,80,85,102,ground,,,,,,,,
617,Accelgor,hydration,sticky hold,unburden,Shell Out Pokémon,0.8,25.3,75,3840,"1,000,000 ",Medium Fast,70,2 Speed Point(s),84,bug,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,,Bug,80,70,40,100,60,145,,,,,,,,,
105,Marowak,rock head,lightningrod,battle armor,Bone Keeper Pokémon,1.0,45.0,75,5120,"1,000,000 ",Medium Fast,70,4,28,ground,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,,Monster,60,80,110,50,80,45,,,,,,,,,
532,Timburr,guts,sheer force,iron fist,Muscular Pokémon,0.6,12.5,180,5120,"1,059,860 ",Medium Slow,70,1 Attack Point(s),89,fighting,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,,Human-like,75,80,55,25,35,35,,,,,,,,,
214,Heracross,swarm,guts,moxie,Singlehorn Pokémon,1.5,54.0,45,6400,"1,250,000 ",Slow,70,153,10,bug,1,2,1,1,0.5,1,0.5,1,0.5,4,2,0.5,1,1,1,0.5,1,,Bug,80,125,75,40,95,85,fighting,,,,,,,,
603,Eelektrik,levitate,,,EleFish Pokémon,1.2,22.0,60,5120,"1,250,000 ",Slow,70,2 Attack Point(s),0,electric,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,,Amorphous,65,85,70,75,70,40,,,,,,,,,
224,Octillery,suction cups,sniper,moody,Jet Pokémon,0.9,28.5,75,5120,"1,000,000 ",Medium Fast,70,141,25,water,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,Water 1,Water 2,75,105,75,105,75,45,,,,,,,,,
545,Scolipede,poison point,swarm,quick feet,Megapede Pokémon,2.5,200.5,45,5120,"1,059,860 ",Medium Slow,70,3 Speed Point(s),95,bug,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,Poison Barb - 5%,Bug,60,90,89,55,69,112,poison,,,,,,,,
606,Beheeyem,telepathy,synchronize,analytic,Cerebral Pokémon,1.0,34.5,90,5120,"1,000,000 ",Medium Fast,70,2 Sp. Attack Point(s),148,psychic,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,,Human-like,75,75,75,125,95,40,,,,,,,,,
068,Machamp,guts,no guard,steadfast,Superpower Pokémon,1.6,130.0,45,5120,"1,059,860 ",Medium Slow,70,80,28,fighting,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,,Human-like,90,130,80,65,85,55,,,,,,,,,
048,Venonat,compoundeyes,tinted lens,run away,Insect Pokémon,1.0,30.0,190,5120,"1,000,000 ",Medium Fast,70,50,10,bug,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,,Bug,60,55,50,40,55,45,poison,,,,,,,,
485,Heatran,flash fire,,flame body,Lava Dome Pokémon,1.7,430.0,3,2560,"1,250,000 ",Slow,100,49,50,fire,0.5,1,2,1,0.25,0.25,2,0,4,0.5,0.5,0.25,1,0.5,0.5,0.5,0.25,,,91,90,106,130,106,77,steel,,,,,,,,
087,Dewgong,thick fat,hydration,ice body,Sea Lion Pokémon,1.7,120.0,75,5120,"1,000,000 ",Medium Fast,70,115,34,water,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,Water 1,Field,90,70,80,70,95,70,ice,,,,,,,,
436,Bronzor,levitate,heatproof,heavy metal,Bronze Pokémon,0.5,60.5,255,5120,"1,000,000 ",Medium Fast,70,134,10,steel,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,1,0.5,1,0.5,,Mineral,57,24,86,24,86,23,psychic,,,,,,,,
336,Seviper,shed skin,,infiltrator,Fang Snake Pokémon,2.7,52.5,90,5120,"1,640,000 ",Fluctuating,70,151,10,poison,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,Field,Dragon,73,100,60,100,60,65,,,,,,,,,
375,Metang,clear body,,light metal,Iron Claw Pokémon,1.2,202.5,3,10240,"1,250,000 ",Slow,35,135,20,steel,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,1,0.5,1,0.5,,Mineral,60,75,100,55,80,50,psychic,,,,,,,,
500,Emboar,blaze,,reckless,Mega Fire Pig Pokémon,1.6,150.0,45,5120,"1,059,860 ",Medium Slow,70,3 Attack Point(s),120,fire,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,,Field,110,123,65,100,65,65,fighting,,,,,,,,
021,Spearow,keen eye,,sniper,Tiny Bird Pokémon,0.3,2.0,255,3840,"1,000,000 ",Medium Fast,70,97,10,normal,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,,Flying,40,60,30,31,31,70,flying,,,,,,,,
135,Jolteon,volt absorb,,quick feet,Lightning Pokémon,0.8,24.5,45,8960,"1,000,000 ",Medium Fast,70,95,10,electric,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,,Field,65,65,60,110,95,130,,,,,,,,,
179,Mareep,static,,plus,Wool Pokémon,0.6,7.8,235,5120,"1,059,860 ",Medium Slow,70,57,10,electric,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,Monster,Field,55,40,40,65,45,35,,,,,,,,,
394,Prinplup,torrent,,defiant,Penguin Pokémon,0.8,23.0,45,5120,"1,059,860 ",Medium Slow,70,128,16,water,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,Water 1,Field,64,66,68,81,76,50,,,,,,,,,
490,Manaphy,hydration,,,Seafaring Pokémon,0.3,1.4,3,2560,"1,250,000 ",Slow,70,0,10,water,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,Water 1,Fairy,100,100,100,100,100,100,,,,,,,,,
533,Gurdurr,guts,sheer force,iron fist,Muscular Pokémon,1.2,40.0,90,5120,"1,059,860 ",Medium Slow,70,2 Attack Point(s),89,fighting,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,,Human-like,85,105,85,40,50,40,,,,,,,,,
200,Misdreavus,levitate,,,Screech Pokémon,0.7,1.0,45,6400,"800,000 ",Fast,35,0,10,ghost,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,,Amorphous,60,60,60,85,85,85,,,,,,,,,
415,Combee,honey gather,,hustle,Tiny Bee Pokémon,0.3,5.5,120,3840,"1,059,860 ",Medium Slow,70,55,10,bug,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,Honey - 5%,Bug,30,30,42,30,42,70,flying,Honey - 100%,,,,,,,
460,Abomasnow,snow warning,,soundproof,Frosted Tree Pokémon,2.2,135.5,60,5120,"1,250,000 ",Slow,70,43,40,grass,1,4,0.5,0.5,0.5,1,2,2,0.5,2,1,2,2,1,1,1,2,Grass,Monster,90,92,75,92,85,60,ice,,,,,,,,
607,Litwick,flash fire,flame body,shadow tag,Candle Pokémon,0.3,3.1,190,5120,"1,059,860 ",Medium Slow,70,1 Sp. Attack Point(s),23,ghost,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,,Amorphous,50,30,55,65,55,20,fire,,,,,,,,
046,Paras,effect spore,dry skin,damp,Mushroom Pokémon,0.3,5.4,190,5120,"1,000,000 ",Medium Fast,70,6,10,bug,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,Bug,Grass,35,70,55,45,55,25,grass,Balm Mushroom - 1%(Dark Grass),,,,,,,
038,Ninetales,flash fire,,drought,Fox Pokémon,1.1,19.9,75,5120,"1,000,000 ",Medium Fast,70,70,10,fire,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,,Field,73,76,75,81,100,100,,,,,,,,,
193,Yanma,speed boost,compoundeyes,frisk,Clear Wing Pokémon,1.2,38.0,75,5120,"1,000,000 ",Medium Fast,70,119,10,bug,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,,Bug,65,65,45,75,45,95,flying,,,,,,,,
434,Stunky,stench,aftermath,keen eye,Skunk Pokémon,0.4,19.2,225,5120,"1,000,000 ",Medium Fast,70,51,10,poison,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,,Field,63,63,47,41,41,74,dark,,,,,,,,
082,Magneton,magnet pull,sturdy,analytic,Magnet Pokémon,1.0,60.0,60,5120,"1,000,000 ",Medium Fast,70,148,30,electric,0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.25,,Mineral,50,60,95,120,70,70,steel,,,,,,,,
531,Audino,healer,regenerator,klutz,Hearing Pokémon,1.1,31.0,255,5120,"800,000 ",Fast,70,2 HP Point(s),103,normal,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,Sitrus Berry - 5%,Fairy,103,60,86,60,86,50,,,,,,,,,
222,Corsola,hustle,natural cure,regenerator,Coral Pokémon,0.6,5.0,60,5120,"800,000 ",Fast,70,144,10,water,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,Water 1,Water 3,55,55,85,65,85,35,rock,,,,,,,,
161,Sentret,run away,keen eye,frisk,Scout Pokémon,0.8,6.0,255,3840,"1,000,000 ",Medium Fast,70,119,10,normal,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,Field,35,46,34,35,45,20,,,,,,,,,
580,Ducklett,keen eye,big pecks,hydration,Water Bird Pokémon,0.5,5.5,190,5120,"1,000,000 ",Medium Fast,70,1 HP Point(s),93,water,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,Flying,Water 1,62,44,50,44,50,55,flying,,,,,,,,
360,Wynaut,shadow tag,,telepathy,Bright Pokémon,0.6,14.0,125,5120,"1,000,000 ",Medium Fast,70,140,10,psychic,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,,,95,23,48,23,48,23,,,,,,,,,
578,Duosion,overcoat,magic guard,regenerator,Mitosis Pokémon,0.6,8.0,100,5120,"1,059,860 ",Medium Slow,70,2 Sp. Attack Point(s),144,psychic,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,Persim Berry - 50%,Amorphous,65,40,50,125,60,30,,No Hold Item,,,,,,,
552,Krokorok,intimidate,moxie,anger point,Desert Croc Pokémon,1.0,33.4,90,5120,"1,059,860 ",Medium Slow,70,2 Attack Point(s),83,ground,1,1,2,0,2,2,2,0.5,1,1,0,2,0.5,0.5,1,0.5,1,,Field,60,82,45,45,45,74,dark,,,,,,,,
352,Kecleon,color change,,,Color Swap Pokémon,1.0,22.0,200,5120,"1,059,860 ",Medium Slow,70,0,10,normal,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,Field,60,90,70,60,120,40,,,,,,,,,
427,Buneary,run away,klutz,limber,Rabbit Pokémon,0.4,5.5,190,5120,"1,000,000 ",Medium Fast,0,7,10,normal,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,Human-like,Chople Berry - 5%,55,66,44,44,56,85,,Pecha Berry - 50%,,Field,,,,,
008,Wartortle,torrent,,rain dish,Turtle Pokémon,1.0,22.5,45,5120,"1,059,860 ",Medium Slow,70,44,16,water,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,Water 1,Monster,59,63,80,65,80,58,,,,,,,,,
269,Dustox,shield dust,,compoundeyes,Poison Moth Pokémon,1.2,31.6,45,3840,"1,000,000 ",Medium Fast,70,14,10,bug,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,,Bug,60,50,70,50,90,65,poison,,,,,,,,
047,Parasect,effect spore,dry skin,damp,Mushroom Pokémon,1.0,29.5,75,5120,"1,000,000 ",Medium Fast,70,6,24,bug,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,Bug,Grass,60,95,80,60,80,30,grass,Balm Mushroom - 1%(Dark Grass),,,,,,,
274,Nuzleaf,chlorophyll,early bird,pickpocket,Wily Pokémon,1.0,28.0,120,3840,"1,059,860 ",Medium Slow,70,124,14,grass,1,2,0.5,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,Grass,Field,70,70,40,60,40,60,dark,,,,,,,,
592,Frillish,water absorb,cursed body,damp,Floating Pokémon,1.2,33.0,190,5120,"1,000,000 ",Medium Fast,70,1 Sp. Defense Point(s),6,water,0,0.5,0.5,2,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,,Amorphous,55,40,50,65,85,40,ghost,,,,,,,,
344,Claydol,levitate,,,Clay Doll Pokémon,1.5,108.0,90,5120,"1,000,000 ",Medium Fast,70,0,36,ground,1,1,2,0,2,2,0.5,0.5,1,1,0.5,2,0.5,2,1,2,1,,Mineral,60,70,105,70,120,75,psychic,,,,,,,,
040,Wigglytuff,cute charm,,frisk,Balloon Pokémon,1.0,12.0,50,2560,"800,000 ",Fast,70,119,10,normal,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,Fairy,140,70,45,75,50,45,,,,,,,,,
215,Sneasel,inner focus,keen eye,pickpocket,Sharp Claw Pokémon,0.9,28.0,60,5120,"1,059,860 ",Medium Slow,35,124,10,dark,1,2,1,1,1,0.5,4,1,1,1,0,2,2,0.5,1,0.5,2,Quick Claw - 5%,Field,55,95,55,35,75,115,ice,,,,,,,,
217,Ursaring,guts,quick feet,unnerve,Hibernator Pokémon,1.8,125.8,60,5120,"1,000,000 ",Medium Fast,70,127,30,normal,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,Field,90,130,75,75,75,55,,,,,,,,,
254,Sceptile,overgrow,,unburden,Forest Pokémon,1.7,52.2,45,5120,"1,059,860 ",Medium Slow,70,84,36,grass,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,Monster,Dragon,70,85,65,105,85,120,,,,,,,,,
581,Swanna,keen eye,big pecks,hydration,White Bird Pokémon,1.3,24.2,45,5120,"1,000,000 ",Medium Fast,70,2 Speed Point(s),93,water,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,Flying,Water 1,75,87,63,87,63,98,flying,,,,,,,,
211,Qwilfish,poison point,swift swim,intimidate,Balloon Pokémon,0.5,3.9,45,5120,"1,000,000 ",Medium Fast,70,22,10,water,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,,Water 2,65,95,75,55,55,85,poison,,,,,,,,
036,Clefable,cute charm,magic guard,unaware,Fairy Pokémon,1.3,40.0,25,2560,"800,000 ",Fast,140,109,10,normal,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,Comet Shard - 1%(Dark Grass),Fairy,95,70,73,85,90,60,,,,,,,,,
198,Murkrow,insomnia,super luck,prankster,Darkness Pokémon,0.5,2.1,30,5120,"1,059,860 ",Medium Slow,35,158,10,dark,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,,Flying,60,85,42,85,42,91,flying,,,,,,,,
063,Abra,synchronize,inner focus,magic guard,Psi Pokémon,0.9,19.5,200,5120,"1,059,860 ",Medium Slow,70,98,10,psychic,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,,Human-like,25,20,15,105,55,90,,,,,,,,,
243,Raikou,pressure,,volt absorb,Thunder Pokémon,1.9,178.0,3,20480,"1,250,000 ",Slow,35,10,40,electric,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,,,90,85,75,115,100,115,,,,,,,,,
561,Sigilyph,wonder skin,magic guard,tinted lens,Avianoid Pokémon,1.4,14.0,45,5120,"1,000,000 ",Medium Fast,70,2 Sp. Attack Point(s),110,psychic,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,,Flying,72,58,80,103,80,97,flying,,,,,,,,
464,Rhyperior,lightningrod,solid rock,reckless,Drill Pokémon,2.4,282.8,30,5120,"1,250,000 ",Slow,70,120,42,ground,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,Monster,Field,115,140,130,55,55,40,rock,,,,,,,,
298,Azurill,thick fat,huge power,sap sipper,Polka Dot Pokémon,0.2,2.0,150,2560,"800,000 ",Fast,70,157,10,normal,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,,,50,20,40,20,40,20,,,,,,,,,
160,Feraligatr,torrent,,sheer force,Big Jaw Pokémon,2.3,88.8,45,5120,"1,059,860 ",Medium Slow,70,125,30,water,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,Water 1,Monster,85,105,100,79,83,78,,,,,,,,,
589,Escavalier,swarm,shell armor,overcoat,Cavalry Pokémon,1.0,33.0,75,3840,"1,000,000 ",Medium Fast,70,2 Attack Point(s),142,bug,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,,Bug,70,135,105,60,105,20,steel,,,,,,,,
228,Houndour,early bird,flash fire,unnerve,Dark Pokémon,0.6,10.8,120,5120,"1,250,000 ",Slow,35,127,10,dark,1,0.5,2,1,0.5,0.5,2,1,2,1,0,1,2,0.5,1,0.5,0.5,,Field,45,60,30,80,50,65,fire,,,,,,,,
382,Kyogre,drizzle,,,Sea Basin Pokémon,4.5,352.0,5,30720,"1,250,000 ",Slow,0,0,50,water,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,,,100,100,90,150,140,90,,,,,,,,,
012,Butterfree,compoundeyes,,tinted lens,Butterfly Pokémon,1.1,32.0,45,3840,"1,000,000 ",Medium Fast,70,110,10,bug,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,,Bug,60,45,50,80,80,70,flying,,,,,,,,
477,Dusknoir,pressure,,,Gripper Pokémon,2.2,106.6,45,6400,"800,000 ",Fast,35,0,37,ghost,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,,Amorphous,45,100,135,65,135,45,,,,,,,,,
520,Tranquill,big pecks,super luck,rivalry,Wild Pigeon Pokémon,0.6,15.0,120,3840,"1,059,860 ",Medium Slow,70,2 Attack Point(s),79,normal,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,,Flying,62,77,62,50,42,65,flying,,,,,,,,
202,Wobbuffet,shadow tag,,telepathy,Patient Pokémon,1.3,28.5,45,5120,"1,000,000 ",Medium Fast,70,140,15,psychic,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,,Amorphous,190,33,58,33,58,33,,,,,,,,,
129,Magikarp,swift swim,,rattled,Fish Pokémon,0.9,10.0,255,1280,"1,250,000 ",Slow,70,155,10,water,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,Water 2,Dragon,20,10,55,15,20,80,,,,,,,,,
302,Sableye,keen eye,stall,prankster,Darkness Pokémon,0.5,11.0,45,6400,"1,059,860 ",Medium Slow,35,158,10,dark,0,1,1,1,1,1,0,0.5,1,1,0,1,1,1,1,1,1,,Human-like,50,75,75,65,65,50,ghost,,,,,,,,
628,Braviary,keen eye,sheer force,defiant,Valiant Pokémon,1.5,41.0,60,5120,"1,250,000 ",Slow,70,2 Attack Point(s),128,normal,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,,Flying,100,123,75,57,75,80,flying,,,,,,,,
444,Gabite,sand veil,,rough skin,Cave Pokémon,1.4,56.0,45,10240,"1,250,000 ",Slow,70,24,24,dragon,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,Monster,Dragon,68,90,65,50,55,82,ground,,,,,,,,
035,Clefairy,cute charm,magic guard,friend guard,Fairy Pokémon,0.6,7.5,150,2560,"800,000 ",Fast,140,132,10,normal,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,Comet Shard - 1%(Dark Grass),Fairy,70,45,48,60,65,35,,,,,,,,,
265,Wurmple,shield dust,,run away,Worm Pokémon,0.3,3.6,255,3840,"1,000,000 ",Medium Fast,70,50,10,bug,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,,Bug,45,45,35,20,30,20,,,,,,,,,
567,Archeops,defeatist,,,First Bird Pokémon,1.4,32.0,45,7680,"1,000,000 ",Medium Fast,70,2 Attack Point(s),0,rock,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,Flying,Water 3,75,140,65,112,65,110,flying,,,,,,,,
093,Haunter,levitate,,,Gas Pokémon,1.6,0.1,90,5120,"1,059,860 ",Medium Slow,70,0,25,ghost,0,1,1,1,0.5,1,0,0.25,2,1,2,0.25,1,2,1,2,1,,Amorphous,45,50,45,115,55,95,poison,,,,,,,,
443,Gible,sand veil,,rough skin,Land Shark Pokémon,0.7,20.5,45,10240,"1,250,000 ",Slow,70,24,10,dragon,1,0.5,1,0,1,4,1,0.5,1,1,1,1,0.5,1,2,1,1,Monster,Dragon,58,70,45,40,45,42,ground,,,,,,,,
259,Marshtomp,torrent,,damp,Mud Fish Pokémon,0.7,28.0,45,5120,"1,059,860 ",Medium Slow,70,6,16,water,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,Water 1,Monster,70,85,70,60,70,50,ground,,,,,,,,
264,Linoone,pickup,gluttony,quick feet,Rush Pokémon,0.5,32.5,90,3840,"1,000,000 ",Medium Fast,70,95,20,normal,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,Sitrus Berry - 5%,Field,78,70,61,50,61,100,,,,,,,,,
645,Landorus,sand force,sheer force (hidden) (incarnate forme),,Abundance Pokémon,1.5,68.0,3,30720,"1,250,000 ",Slow,90,Incarnate Forme3 Sp. Attack Point(s)Therian Forme3 Attack Point(s),125,ground,1,1,2,0,1,4,0.5,0.5,0,1,1,0.5,1,1,1,1,1,,,89,125,90,115,80,101,flying,,intimidate (therian forme),,,,,,
645.1,Landorus_therian,sand force,sheer force (hidden) (incarnate forme),,Abundance Pokémon,1.5,68.0,3,30720,"1,250,000 ",Slow,90,Incarnate Forme3 Sp. Attack Point(s)Therian Forme3 Attack Point(s),125,ground,1,1,2,0,1,4,0.5,0.5,0,1,1,0.5,1,1,1,1,1,,,89,145,90,105,80,91,flying,,intimidate (therian forme),,,,,,
407,Roserade,natural cure,poison point,technician,Bouquet Pokémon,0.9,14.5,75,5120,"1,059,860 ",Medium Slow,70,101,10,grass,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,Absorb Bulb - 1%(Dark Grass),Fairy,60,70,55,125,105,90,poison,Grass,,Poison Barb - 5%,,,,,
